16.7865     17.6454     10.5414
17.1755     21.2383     14.9986
17.9279     23.6412     20.2276
18.8119     24.6268     25.9902
19.5954     23.9816     31.8796
20.0586     21.648     37.3289
20.0229     17.8441     41.7246
19.3866     13.0803     44.5939
18.1474     8.03634     45.7669
16.3976     3.35482     45.4142
14.2929     -0.530325     43.942
12.0085     -3.44984     41.8248
9.70278     -5.44842     39.4686
7.4961     -6.68954     37.1513
5.46611     -7.37127     35.0249
3.65279     -7.67541     33.1488
2.06775     -7.74677     31.527
0.703657     -7.691     30.1359
-0.458083     -7.58062     28.9425
-1.44168     -7.46307     27.9144
-2.27323     -7.36799     27.0238
-2.97842     -7.31289     26.2487
-3.58116     -7.30723     25.5728
-4.10295     -7.35518     24.9849
-4.56264     -7.45754     24.4775
-4.97635     -7.61286     24.0465
-5.35769     -7.8182     23.6901
-5.71785     -8.06956     23.4082
-6.06585     -8.36199     23.2023
-6.40871     -8.68968     23.0746
-6.75156     -9.04583     23.028
-7.09784     -9.42253     23.0655
-7.44928     -9.81058     23.19
-7.806     -10.1994     23.4033
-8.16652     -10.5768     23.7061
-8.52779     -10.9293     24.0972
-8.8852     -11.2423     24.5726
-9.23268     -11.5005     25.1251
-9.5629     -11.6887     25.7437
-9.86748     -11.7928     26.4132
-10.1374     -11.8013     27.1145
-10.3636     -11.7061     27.825
-10.5375     -11.5044     28.5194
-10.6515     -11.1987     29.1715
-10.7001     -10.798     29.756
-10.6803     -10.3169     30.2504
-10.5915     -9.77461     30.6365
-10.4366     -9.19375     30.9023
-10.221     -8.59801     31.0421
-9.95273     -8.01038     31.0566
-9.64184     -7.45136     30.9523
-9.29945     -6.93781     30.74
-8.93725     -6.48227     30.4336
-8.56669     -6.09287     30.0486
-8.19851     -5.77376     29.6008
-7.84223     -5.52572     29.1055
-7.50602     -5.34697     28.5769
-7.19648     -5.23404     28.0274
-6.91876     -5.18245     27.4681
-6.67663     -5.18734     26.9085
-6.47265     -5.24389     26.357
-6.30838     -5.34767     25.8205
-6.18458     -5.49473     25.3054
-6.10139     -5.68177     24.8173
-6.05853     -5.90601     24.3617
-6.05539     -6.16518     23.9435
-6.09117     -6.45736     23.5679
-6.16491     -6.78079     23.2398
-6.27556     -7.1337     22.9645
-6.42194     -7.51404     22.7475
-6.60272     -7.91924     22.5943
-6.81633     -8.34595     22.5105
-7.06091     -8.78971     22.502
-7.3341     -9.24469     22.574
-7.63299     -9.70341     22.7316
-7.95385     -10.1566     22.9786
-8.29208     -10.5928     23.3173
-8.64198     -10.9989     23.7479
-8.99668     -11.36     24.2675
-9.3481     -11.6601     24.8697
-9.68702     -11.8827     25.5435
-10.0033     -12.0126     26.2734
-10.2862     -12.0367     27.0391
-10.5249     -11.9458     27.8158
-10.7092     -11.7363     28.576
-10.8304     -11.4107     29.2906
-10.8815     -10.979     29.9312
-10.8588     -10.4574     30.4724
-10.7614     -9.8679     30.8943
-10.5922     -9.23587     31.1834
-10.3571     -8.58817     31.3338
-10.0649     -7.95062     31.3468
-9.72675     -7.34607     31.2302
-9.35497     -6.79299     30.9969
-8.96245     -6.30483     30.6626
-8.56177     -5.88993     30.245
-8.16459     -5.55208     29.7617
-7.78119     -5.29137     29.2293
-7.42024     -5.10512     28.6633
-7.08869     -4.98887     28.0769
-6.7918     -4.93722     27.4816
-6.53334     -4.9445     26.8873
-6.31577     -5.00522     26.3023
-6.14048     -5.11447     25.7337
-6.00804     -5.26798     25.1877
-5.91837     -5.46227     24.67
-5.87099     -5.69454     24.1856
-5.86515     -5.96261     23.7398
-5.8999     -6.26475     23.3373
-5.97425     -6.59949     22.9834
-6.08711     -6.96539     22.6832
-6.23734     -7.36083     22.4426
-6.42372     -7.78365     22.2672
-6.64481     -8.23095     22.1633
-6.89893     -8.69867     22.137
-7.18394     -9.18133     22.1947
-7.49712     -9.67163     22.342
-7.83498     -10.1602     22.5841
-8.19303     -10.6356     22.9244
-8.56565     -11.0837     23.3643
-8.9459     -11.4886     23.9023
-9.32546     -11.8327     24.5328
-9.69463     -12.0975     25.2457
-10.0425     -12.2651     26.0255
-10.3574     -12.3197     26.8509
-10.6272     -12.2494     27.6958
-10.8403     -12.0483     28.5299
-10.9864     -11.7174     29.3207
-11.0573     -11.2659     30.0358
-11.0478     -10.711     30.6459
-10.9564     -10.0765     31.1273
-10.7853     -9.3908     31.4638
-10.5407     -8.68422     31.6476
-10.232     -7.98626     31.6797
-9.87133     -7.32309     31.5686
-9.47228     -6.71587     31.3284
-9.04918     -6.17987     30.9772
-8.61603     -5.72442     30.5346
-8.18579     -5.35353     30.0205
-7.76986     -5.06692     29.4536
-7.37776     -4.86115     28.8506
-7.01708     -4.7308     28.226
-6.69347     -4.66944     27.5921
-6.41093     -4.67043     26.9594
-6.17195     -4.72747     26.3363
-5.97786     -4.83493     25.73
-5.82909     -4.98808     25.1469
-5.7254     -5.1831     24.5923
-5.66612     -5.41706     24.0714
-5.65034     -5.68778     23.589
-5.67699     -5.99369     23.15
-5.74498     -6.33362     22.7595
-5.85322     -6.70654     22.4227
-6.00062     -7.11136     22.1453
-6.18606     -7.54656     21.9333
-6.40834     -8.00993     21.7933
-6.66601     -8.49818     21.7321
-6.95731     -9.00658     21.7566
-7.27991     -9.52857     21.8737
-7.63074     -10.0554     22.0897
-8.00577     -10.5757     22.4099
-8.39975     -11.0756     22.8376
-8.80605     -11.5383     23.3734
-9.21643     -11.945     24.0141
-9.62107     -12.2751     24.7514
-10.0086     -12.5076     25.5712
-10.3664     -12.623     26.4533
-10.6811     -12.6053     27.3707
-10.9393     -12.4442     28.2912
-11.1287     -12.137     29.1789
-11.2388     -11.6903     29.9967
-11.2623     -11.12     30.7097
-11.1956     -10.4506     31.2884
-11.0398     -9.71311     31.7111
-10.8001     -8.94178     31.9662
-10.4861     -8.1709     32.0521
-10.1103     -7.43155     31.9763
-9.68766     -6.74936     31.754
-9.23415     -6.14315     31.4048
-8.76552     -5.62466     30.951
-8.29657     -5.19921     30.4152
-7.84034     -4.86683     29.8186
-7.40779     -4.62367     29.1803
-7.00763     -4.46342     28.5167
-6.64635     -4.37852     27.8415
-6.32848     -4.36109     27.1658
-6.05682     -4.40369     26.4989
-5.83282     -4.49969     25.8483
